customer_id,customer_name,gender,age,city,signup_date
88,Customer_88,Male,62,Delhi,03-03-2024
89,Customer_89,Male,20,Hyderabad,27-02-2021
90,Customer_90,Male,40,Mumbai,03-06-2020
94,Customer_94,Male,56,Pune,07-08-2020
97,Customer_97,Male,52,Delhi,08-09-2018
98,Customer_98,NULL,43,Pune,20-04-2021
100,Customer_100,Male,34,Pune,29-04-2020
102,Customer_102,Female,25,Bangalore,31-08-2019
103,Customer_103,Male,51,Bangalore,10-12-2023
105,Customer_105,NULL,35,Hyderabad,23-02-2018
107,Customer_107,Female,33,Pune,01-07-2021
109,Customer_109,NULL,68,Delhi,17-07-2022
110,Customer_110,Female,56,Hyderabad,01-02-2023
114,Customer_114,Male,37,Hyderabad,02-03-2019
115,Customer_115,Male,41,Bangalore,15-10-2019
117,Customer_117,Male,22,Pune,17-10-2019
118,Customer_118,Female,35,Mumbai,20-09-2020
119,Customer_119,Female,59,Mumbai,16-01-2021
120,Customer_120,Female,37,Mumbai,13-02-2019
125,Customer_125,Male,61,Hyderabad,27-10-2021
127,Customer_127,Male,66,Pune,24-04-2019
130,Customer_130,Male,41,Mumbai,16-03-2022
131,Customer_131,NULL,34,Bangalore,18-04-2022
134,Customer_134,Female,53,Mumbai,18-01-2021
135,Customer_135,NULL,69,Bangalore,24-11-2021
137,Customer_137,Male,41,Hyderabad,23-12-2021
139,Customer_139,Female,38,Pune,25-03-2023
141,Customer_141,Male,32,Delhi,07-09-2018
143,Customer_143,NULL,65,Bangalore,10-02-2019
144,Customer_144,Male,35,Delhi,10-03-2019
145,Customer_145,NULL,34,Pune,10-09-2023
148,Customer_148,Female,18,Hyderabad,30-03-2020
149,Customer_149,Female,67,Delhi,15-12-2018
151,Customer_151,Female,34,Bangalore,21-12-2023
153,Customer_153,Male,54,Hyderabad,19-10-2021
155,Customer_155,Female,69,Bangalore,23-02-2019
156,Customer_156,Male,42,Delhi,19-06-2021
159,Customer_159,Male,46,Delhi,08-10-2023
160,Customer_160,Female,28,Pune,06-02-2019
161,Customer_161,NULL,63,Pune,29-05-2022
162,Customer_162,Male,54,Bangalore,12-02-2023
163,Customer_163,Male,68,Hyderabad,01-12-2022
166,Customer_166,Female,34,Mumbai,16-09-2023
167,Customer_167,Female,53,Bangalore,16-12-2018
168,Customer_168,Female,18,Hyderabad,22-02-2020
169,Customer_169,Female,44,Mumbai,26-11-2019
171,Customer_171,NULL,24,Mumbai,12-05-2021
173,Customer_173,NULL,44,Delhi,17-04-2023
174,Customer_174,NULL,70,Delhi,29-07-2023
176,Customer_176,NULL,63,Delhi,02-07-2018
177,Customer_177,NULL,39,Bangalore,23-06-2018
178,Customer_178,NULL,23,Bangalore,27-03-2023
181,Customer_181,Female,59,Mumbai,22-08-2021
182,Customer_182,Female,46,Hyderabad,27-02-2021
183,Customer_183,Male,65,Delhi,22-04-2023
185,Customer_185,Female,45,Bangalore,02-06-2021
186,Customer_186,Male,18,Delhi,13-10-2018
187,Customer_187,NULL,50,Pune,22-09-2022
190,Customer_190,Male,33,Hyderabad,19-03-2024
191,Customer_191,Female,45,Mumbai,14-08-2020
192,Customer_192,Female,66,Bangalore,29-12-2018
193,Customer_193,Female,56,Delhi,08-12-2023
194,Customer_194,Male,67,Hyderabad,11-04-2020
196,Customer_196,Male,41,Pune,31-05-2021
199,Customer_199,NULL,37,Bangalore,02-05-2024
201,Customer_201,Female,56,Mumbai,23-01-2020
202,Customer_202,Female,54,Delhi,05-10-2018
203,Customer_203,NULL,69,Mumbai,27-07-2022
204,Customer_204,Male,47,Bangalore,31-03-2021
205,Customer_205,Male,25,Pune,22-11-2019
211,Customer_211,Male,51,Bangalore,07-09-2021
213,Customer_213,NULL,31,Pune,27-11-2018
216,Customer_216,NULL,26,Mumbai,16-12-2019
217,Customer_217,Male,50,Delhi,11-06-2018
218,Customer_218,Female,58,Pune,31-01-2018
219,Customer_219,Female,52,Delhi,10-07-2022
223,Customer_223,Female,64,Delhi,05-04-2020
224,Customer_224,NULL,26,Mumbai,06-01-2022
226,Customer_226,Male,65,Mumbai,20-06-2019
227,Customer_227,Female,24,Hyderabad,27-10-2020
228,Customer_228,Male,24,Delhi,31-01-2018
229,Customer_229,Female,65,Delhi,30-09-2020
230,Customer_230,NULL,49,Pune,16-11-2022
233,Customer_233,Male,20,Pune,29-09-2023
236,Customer_236,NULL,57,Bangalore,06-07-2019
237,Customer_237,Female,67,Mumbai,01-06-2024
238,Customer_238,Female,65,Pune,01-03-2024
244,Customer_244,Female,22,Hyderabad,31-05-2021
245,Customer_245,NULL,69,Mumbai,14-12-2021
246,Customer_246,NULL,37,Bangalore,07-03-2019
247,Customer_247,NULL,20,Bangalore,16-06-2022
251,Customer_251,NULL,31,Delhi,10-08-2021
252,Customer_252,Male,36,Mumbai,18-08-2021
259,Customer_259,NULL,69,Bangalore,10-05-2023
260,Customer_260,Female,30,Pune,24-05-2022
261,Customer_261,Male,51,Bangalore,24-08-2024
263,Customer_263,Male,68,Pune,30-08-2019
264,Customer_264,Female,37,Pune,30-10-2018
265,Customer_265,NULL,44,Hyderabad,12-07-2018
266,Customer_266,Female,32,Hyderabad,24-12-2019
267,Customer_267,Female,34,Pune,03-05-2020
268,Customer_268,Male,61,Mumbai,03-03-2021
270,Customer_270,Female,59,Mumbai,26-08-2019
272,Customer_272,NULL,50,Mumbai,25-09-2021
273,Customer_273,Female,22,Pune,08-05-2018
279,Customer_279,NULL,27,Delhi,25-12-2020
280,Customer_280,Female,70,Bangalore,02-02-2020
281,Customer_281,Male,35,Hyderabad,17-08-2022
282,Customer_282,Male,21,Pune,16-01-2018
283,Customer_283,Male,38,Pune,24-02-2022
284,Customer_284,Female,33,Delhi,30-11-2020
286,Customer_286,Female,39,Delhi,02-08-2019
288,Customer_288,Male,62,Pune,23-10-2024
290,Customer_290,NULL,61,Bangalore,20-11-2018
291,Customer_291,NULL,21,Pune,28-05-2024
292,Customer_292,Male,51,Mumbai,15-02-2018
293,Customer_293,NULL,46,Delhi,25-03-2019
294,Customer_294,NULL,36,Bangalore,08-07-2020
296,Customer_296,Male,25,Hyderabad,21-01-2021
298,Customer_298,Male,65,Delhi,30-08-2019
299,Customer_299,Female,59,Hyderabad,30-01-2024
300,Customer_300,NULL,36,Hyderabad,03-10-2019
301,Customer_301,NULL,50,Bangalore,04-06-2022
303,Customer_303,Female,24,Mumbai,06-10-2019
305,Customer_305,Male,37,Mumbai,30-05-2024
307,Customer_307,Female,22,Bangalore,05-08-2019
309,Customer_309,Female,50,Delhi,14-05-2024
311,Customer_311,NULL,42,Delhi,16-12-2020
312,Customer_312,NULL,54,Delhi,07-07-2021
318,Customer_318,Female,20,Mumbai,11-03-2018
319,Customer_319,Female,30,Delhi,14-04-2018
320,Customer_320,Female,36,Delhi,16-02-2024
321,Customer_321,Female,63,Bangalore,06-01-2021
323,Customer_323,Male,24,Bangalore,07-10-2023
324,Customer_324,Male,21,Pune,18-08-2022
325,Customer_325,Male,58,Bangalore,15-09-2021
329,Customer_329,NULL,28,Bangalore,29-09-2023
332,Customer_332,Male,67,Bangalore,10-06-2021
333,Customer_333,Female,31,Delhi,16-12-2020
334,Customer_334,Male,24,Hyderabad,26-08-2019
336,Customer_336,Male,22,Mumbai,29-06-2020
337,Customer_337,Female,47,Delhi,01-02-2022
338,Customer_338,Male,28,Delhi,07-04-2018
340,Customer_340,NULL,24,Hyderabad,14-01-2021
342,Customer_342,NULL,48,Delhi,29-08-2019
343,Customer_343,NULL,60,Bangalore,19-04-2020
347,Customer_347,NULL,40,Hyderabad,30-11-2019
348,Customer_348,NULL,60,Delhi,19-06-2018
349,Customer_349,Male,43,Pune,26-01-2019
351,Customer_351,NULL,36,Mumbai,31-01-2023
352,Customer_352,Male,27,Bangalore,21-02-2021
355,Customer_355,NULL,23,Hyderabad,13-06-2018
359,Customer_359,Female,55,Pune,05-05-2022
360,Customer_360,Male,41,Bangalore,01-08-2023
361,Customer_361,Male,51,Mumbai,18-08-2018
363,Customer_363,Female,69,Delhi,12-01-2024
365,Customer_365,NULL,57,Hyderabad,05-05-2021
366,Customer_366,Male,19,Mumbai,23-01-2023
369,Customer_369,Female,61,Bangalore,10-10-2019
370,Customer_370,NULL,19,Bangalore,05-06-2019
372,Customer_372,Male,26,Mumbai,19-03-2024
374,Customer_374,Female,37,Pune,27-09-2022
375,Customer_375,Female,26,Mumbai,02-09-2018
376,Customer_376,Male,64,Hyderabad,25-10-2019
377,Customer_377,Male,69,Hyderabad,13-12-2020
379,Customer_379,Female,20,Hyderabad,03-02-2023
380,Customer_380,NULL,54,Pune,04-07-2018
381,Customer_381,Male,48,Mumbai,22-04-2023
383,Customer_383,Male,45,Bangalore,14-02-2018
384,Customer_384,Female,62,Pune,16-10-2024
386,Customer_386,Male,19,Pune,18-04-2020
388,Customer_388,Female,46,Hyderabad,19-03-2019
391,Customer_391,NULL,65,Hyderabad,27-10-2022
392,Customer_392,Female,66,Delhi,23-12-2019
393,Customer_393,Female,19,Bangalore,27-05-2019
394,Customer_394,Female,23,Delhi,13-06-2020
395,Customer_395,Male,25,Bangalore,07-05-2019
396,Customer_396,NULL,69,Bangalore,03-02-2019
397,Customer_397,NULL,20,Bangalore,25-02-2019
398,Customer_398,Male,48,Bangalore,18-01-2019
399,Customer_399,Male,18,Mumbai,21-03-2021
401,Customer_401,Female,36,Mumbai,10-09-2019
403,Customer_403,NULL,40,Delhi,14-06-2018
404,Customer_404,NULL,40,Bangalore,10-06-2021
405,Customer_405,NULL,67,Hyderabad,09-03-2024
407,Customer_407,Male,32,Bangalore,17-08-2018
409,Customer_409,Female,36,Bangalore,07-09-2023
415,Customer_415,Male,27,Bangalore,28-01-2024
419,Customer_419,Female,49,Pune,06-05-2018
420,Customer_420,NULL,57,Delhi,12-10-2023
423,Customer_423,Male,26,Delhi,28-01-2020
424,Customer_424,Female,22,Hyderabad,15-05-2023
425,Customer_425,Female,36,Delhi,02-02-2024
426,Customer_426,NULL,65,Hyderabad,23-09-2023
427,Customer_427,Female,62,Pune,03-06-2022
428,Customer_428,NULL,70,Bangalore,04-07-2019
429,Customer_429,Female,49,Pune,25-01-2018
432,Customer_432,NULL,59,Pune,30-03-2023
433,Customer_433,Female,29,Hyderabad,06-01-2022
435,Customer_435,NULL,38,Delhi,01-04-2018
438,Customer_438,Female,29,Bangalore,03-03-2020
439,Customer_439,Male,66,Delhi,09-11-2020
440,Customer_440,Male,62,Delhi,19-02-2024
441,Customer_441,Female,21,Mumbai,26-09-2023
443,Customer_443,Female,36,Bangalore,15-11-2019
444,Customer_444,Male,40,Mumbai,07-12-2022
449,Customer_449,NULL,56,Delhi,24-01-2024
451,Customer_451,Male,28,Mumbai,15-12-2022
452,Customer_452,Female,52,Hyderabad,09-10-2022
453,Customer_453,NULL,46,Bangalore,07-06-2023
457,Customer_457,Male,64,Bangalore,12-12-2020
458,Customer_458,Male,44,Delhi,19-05-2023
459,Customer_459,Male,65,Pune,25-09-2018
460,Customer_460,Male,54,Delhi,24-07-2021
461,Customer_461,Male,45,Hyderabad,31-12-2018
462,Customer_462,Female,38,Delhi,31-08-2020
463,Customer_463,Male,25,Hyderabad,19-05-2020
464,Customer_464,NULL,44,Pune,11-01-2024
465,Customer_465,Female,67,Bangalore,15-05-2018
467,Customer_467,Female,54,Mumbai,02-01-2020
468,Customer_468,Male,52,Mumbai,10-12-2022
472,Customer_472,Female,59,Delhi,01-08-2020
474,Customer_474,Male,42,Bangalore,05-08-2024
476,Customer_476,NULL,59,Bangalore,06-08-2021
477,Customer_477,Male,27,Mumbai,20-06-2020
479,Customer_479,NULL,49,Delhi,07-06-2021
482,Customer_482,Male,40,Pune,24-01-2020
483,Customer_483,Male,67,Pune,19-01-2023
484,Customer_484,Female,48,Mumbai,26-05-2019
487,Customer_487,Male,21,Mumbai,07-10-2020
491,Customer_491,NULL,66,Delhi,05-08-2018
493,Customer_493,NULL,18,Mumbai,04-08-2022
494,Customer_494,NULL,43,Mumbai,05-05-2024
495,Customer_495,Male,53,Mumbai,20-02-2021
496,Customer_496,Female,64,Mumbai,24-08-2019
498,Customer_498,Female,57,Mumbai,04-01-2021
504,Customer_504,Male,25,Hyderabad,29-11-2019
506,Customer_506,NULL,26,Mumbai,29-03-2020
508,Customer_508,Female,56,Bangalore,11-06-2024
511,Customer_511,NULL,35,Pune,17-06-2020
512,Customer_512,NULL,30,Pune,16-09-2019
513,Customer_513,Female,69,Bangalore,12-11-2019
514,Customer_514,Male,51,Bangalore,16-03-2024
516,Customer_516,Female,30,Hyderabad,20-07-2019
517,Customer_517,NULL,19,Delhi,28-01-2022
518,Customer_518,NULL,70,Mumbai,08-08-2018
519,Customer_519,Female,28,Mumbai,09-08-2021
521,Customer_521,Female,52,Hyderabad,03-05-2018
525,Customer_525,NULL,56,Mumbai,12-10-2021
527,Customer_527,NULL,47,Bangalore,24-03-2018
528,Customer_528,Female,25,Pune,02-04-2023
530,Customer_530,NULL,29,Bangalore,15-01-2023
531,Customer_531,Female,51,Hyderabad,08-05-2019
532,Customer_532,Female,58,Delhi,12-12-2018
535,Customer_535,Female,51,Hyderabad,09-01-2020
537,Customer_537,NULL,35,Bangalore,02-08-2020
538,Customer_538,Female,62,Delhi,27-04-2018
539,Customer_539,Male,24,Mumbai,24-01-2019
543,Customer_543,Male,27,Mumbai,12-02-2024
544,Customer_544,NULL,60,Mumbai,11-04-2020
546,Customer_546,Male,60,Mumbai,25-03-2021
547,Customer_547,Female,27,Hyderabad,15-06-2021
552,Customer_552,NULL,70,Bangalore,23-07-2023
553,Customer_553,Female,64,Mumbai,05-12-2022
555,Customer_555,Female,21,Mumbai,28-06-2022
557,Customer_557,Male,37,Hyderabad,10-07-2021
559,Customer_559,NULL,31,Delhi,06-03-2020
561,Customer_561,Female,69,Mumbai,15-02-2021
563,Customer_563,Female,35,Bangalore,09-01-2020
565,Customer_565,Female,32,Pune,02-09-2023
567,Customer_567,NULL,56,Mumbai,01-12-2023
568,Customer_568,Female,35,Delhi,12-10-2018
570,Customer_570,Male,25,Hyderabad,02-03-2019
571,Customer_571,Female,39,Mumbai,04-09-2020
572,Customer_572,NULL,60,Mumbai,12-04-2021
573,Customer_573,Male,39,Delhi,30-10-2018
574,Customer_574,Female,24,Pune,13-09-2020
576,Customer_576,NULL,25,Pune,08-10-2019
577,Customer_577,Male,35,Pune,12-09-2018
579,Customer_579,NULL,67,Mumbai,15-03-2021
580,Customer_580,Female,59,Bangalore,27-05-2019
581,Customer_581,Male,59,Delhi,03-07-2024
582,Customer_582,Female,70,Bangalore,19-04-2023
583,Customer_583,Male,26,Delhi,11-01-2018
584,Customer_584,NULL,59,Delhi,20-09-2019
585,Customer_585,NULL,39,Bangalore,16-06-2018
588,Customer_588,NULL,44,Bangalore,30-08-2023
589,Customer_589,Female,58,Delhi,12-02-2021
590,Customer_590,Male,69,Hyderabad,01-05-2019
598,Customer_598,Male,31,Mumbai,15-03-2023
600,Customer_600,Male,43,Bangalore,10-07-2021
602,Customer_602,Male,67,Mumbai,12-11-2023
603,Customer_603,NULL,69,Hyderabad,22-05-2024
604,Customer_604,NULL,56,Delhi,24-04-2019
608,Customer_608,Male,28,Delhi,01-06-2019
610,Customer_610,Female,55,Bangalore,11-12-2020
611,Customer_611,NULL,44,Pune,29-12-2021
612,Customer_612,Male,56,Delhi,28-01-2021
613,Customer_613,Male,30,Pune,04-06-2024
614,Customer_614,Male,46,Bangalore,03-11-2022
615,Customer_615,Female,26,Hyderabad,26-02-2022
617,Customer_617,Male,28,Hyderabad,29-12-2020
620,Customer_620,NULL,26,Bangalore,26-11-2022
621,Customer_621,Female,32,Hyderabad,23-10-2020
622,Customer_622,NULL,40,Bangalore,26-05-2022
624,Customer_624,Female,36,Bangalore,02-02-2019
626,Customer_626,NULL,29,Delhi,06-06-2024
627,Customer_627,Male,20,Hyderabad,18-04-2024
632,Customer_632,Male,47,Hyderabad,09-10-2024
634,Customer_634,Male,42,Pune,18-02-2018
636,Customer_636,Female,43,Bangalore,04-05-2019
637,Customer_637,NULL,41,Delhi,25-01-2024
638,Customer_638,NULL,46,Bangalore,26-05-2018
639,Customer_639,Female,70,Bangalore,21-02-2023
640,Customer_640,NULL,20,Bangalore,03-08-2024
642,Customer_642,NULL,58,Hyderabad,03-06-2020
645,Customer_645,NULL,26,Hyderabad,01-01-2024
646,Customer_646,Female,51,Mumbai,16-12-2018
647,Customer_647,Male,32,Bangalore,10-05-2023
648,Customer_648,Male,30,Pune,30-03-2020
651,Customer_651,Female,19,Delhi,06-05-2020
654,Customer_654,NULL,65,Hyderabad,13-09-2018
659,Customer_659,Male,56,Bangalore,12-07-2018
660,Customer_660,Female,69,Bangalore,26-03-2019
662,Customer_662,Female,67,Delhi,12-02-2024
665,Customer_665,NULL,69,Bangalore,21-06-2022
666,Customer_666,Female,44,Pune,09-08-2021
668,Customer_668,Male,42,Bangalore,18-06-2023
669,Customer_669,Male,54,Delhi,28-03-2019
673,Customer_673,Female,35,Pune,03-08-2022
674,Customer_674,Male,44,Hyderabad,14-04-2021
675,Customer_675,Female,37,Mumbai,03-03-2019
676,Customer_676,Female,61,Mumbai,10-12-2018
677,Customer_677,Female,53,Bangalore,09-12-2023
681,Customer_681,Female,36,Pune,03-01-2018
683,Customer_683,NULL,20,Bangalore,17-03-2021
684,Customer_684,Male,41,Bangalore,12-10-2022
686,Customer_686,NULL,38,Hyderabad,17-09-2023
689,Customer_689,NULL,54,Pune,13-05-2018
691,Customer_691,Male,34,Pune,02-06-2022
693,Customer_693,Female,31,Hyderabad,04-06-2022
694,Customer_694,NULL,46,Bangalore,17-07-2022
695,Customer_695,NULL,30,Pune,01-11-2019
696,Customer_696,Male,34,Mumbai,17-08-2024
697,Customer_697,Female,52,Bangalore,11-06-2024
698,Customer_698,Female,40,Delhi,26-02-2019
699,Customer_699,Female,56,Bangalore,25-08-2020
700,Customer_700,Male,61,Mumbai,23-02-2023
701,Customer_701,Male,38,Delhi,01-04-2021
702,Customer_702,NULL,23,Pune,29-06-2018
703,Customer_703,NULL,29,Mumbai,25-09-2023
704,Customer_704,Female,52,Mumbai,02-04-2024
706,Customer_706,NULL,59,Hyderabad,04-06-2021
710,Customer_710,NULL,49,Pune,28-04-2023
711,Customer_711,Female,21,Delhi,03-05-2023
712,Customer_712,Male,56,Bangalore,11-07-2024
713,Customer_713,NULL,60,Bangalore,18-08-2023
714,Customer_714,Female,36,Pune,09-06-2024
716,Customer_716,NULL,30,Mumbai,06-10-2020
717,Customer_717,Male,65,Mumbai,15-08-2023
718,Customer_718,Female,39,Hyderabad,11-04-2023
720,Customer_720,NULL,40,Pune,27-04-2020
723,Customer_723,Female,29,Pune,28-11-2018
724,Customer_724,NULL,32,Hyderabad,29-01-2018
725,Customer_725,Male,34,Hyderabad,16-06-2020
726,Customer_726,NULL,39,Hyderabad,22-08-2019
727,Customer_727,NULL,70,Bangalore,27-10-2024
728,Customer_728,NULL,60,Bangalore,08-10-2024
732,Customer_732,Female,50,Hyderabad,21-12-2019
733,Customer_733,Male,41,Mumbai,18-07-2022
734,Customer_734,NULL,46,Mumbai,13-02-2021
736,Customer_736,Female,22,Bangalore,31-03-2023
739,Customer_739,Female,54,Pune,01-07-2019
740,Customer_740,Female,60,Pune,24-03-2020
743,Customer_743,Female,53,Bangalore,05-08-2023
745,Customer_745,Female,25,Mumbai,30-05-2019
746,Customer_746,NULL,45,Delhi,04-08-2022
749,Customer_749,Female,37,Bangalore,07-08-2024
751,Customer_751,Male,55,Hyderabad,10-04-2024
752,Customer_752,NULL,61,Hyderabad,14-08-2020
753,Customer_753,Male,48,Mumbai,02-02-2018
756,Customer_756,Female,34,Mumbai,01-08-2024
757,Customer_757,Female,19,Bangalore,12-01-2024
759,Customer_759,Female,67,Pune,23-02-2024
761,Customer_761,Female,35,Bangalore,19-01-2021
762,Customer_762,Male,43,Bangalore,18-04-2021
764,Customer_764,Male,30,Mumbai,20-07-2021
765,Customer_765,NULL,62,Pune,22-08-2020
767,Customer_767,NULL,53,Pune,16-02-2024
771,Customer_771,Male,64,Mumbai,08-09-2023
772,Customer_772,Female,56,Pune,13-01-2024
773,Customer_773,Male,30,Pune,22-04-2019
774,Customer_774,Female,60,Pune,22-05-2018
775,Customer_775,Female,55,Hyderabad,03-11-2020
776,Customer_776,Male,54,Pune,05-03-2023
778,Customer_778,Female,69,Pune,05-11-2018
779,Customer_779,Female,52,Hyderabad,14-01-2023
781,Customer_781,Male,47,Bangalore,25-07-2024
782,Customer_782,Female,66,Hyderabad,31-08-2020
783,Customer_783,Male,19,Bangalore,15-01-2019
785,Customer_785,Female,34,Mumbai,02-02-2024
788,Customer_788,Female,38,Mumbai,24-06-2023
789,Customer_789,NULL,57,Hyderabad,29-05-2023
793,Customer_793,NULL,19,Pune,30-12-2020
797,Customer_797,Female,45,Pune,28-03-2018
798,Customer_798,Male,58,Mumbai,03-07-2021
801,Customer_801,Male,37,Hyderabad,08-01-2020
803,Customer_803,Female,63,Pune,09-04-2023
805,Customer_805,Female,60,Delhi,27-05-2021
807,Customer_807,Male,55,Pune,28-08-2024
808,Customer_808,NULL,28,Mumbai,19-03-2018
809,Customer_809,Male,24,Bangalore,11-07-2022
811,Customer_811,Male,24,Hyderabad,02-11-2020
812,Customer_812,Male,63,Delhi,03-07-2022
816,Customer_816,Female,37,Bangalore,13-11-2019
817,Customer_817,Female,46,Mumbai,23-01-2023
819,Customer_819,NULL,19,Bangalore,19-09-2024
820,Customer_820,Female,62,Hyderabad,10-07-2023
822,Customer_822,Male,57,Pune,22-07-2024
824,Customer_824,Female,50,Hyderabad,18-03-2018
826,Customer_826,NULL,63,Delhi,13-06-2018
830,Customer_830,Female,24,Mumbai,01-03-2021
832,Customer_832,Female,54,Hyderabad,06-12-2019
833,Customer_833,Female,50,Delhi,28-10-2019
834,Customer_834,Female,52,Pune,15-12-2021
835,Customer_835,NULL,28,Mumbai,09-05-2021
836,Customer_836,Female,42,Bangalore,02-06-2018
839,Customer_839,NULL,65,Mumbai,29-05-2018
842,Customer_842,Female,60,Mumbai,18-01-2018
844,Customer_844,NULL,45,Hyderabad,10-02-2020
847,Customer_847,Female,49,Mumbai,13-04-2024
849,Customer_849,Female,38,Pune,27-03-2020
850,Customer_850,Male,70,Pune,16-11-2023
852,Customer_852,Male,47,Pune,07-02-2024
853,Customer_853,Female,57,Mumbai,16-05-2023
854,Customer_854,Female,46,Mumbai,14-03-2018
856,Customer_856,NULL,57,Delhi,01-10-2023
857,Customer_857,NULL,18,Bangalore,01-05-2020
860,Customer_860,Male,32,Bangalore,18-05-2024
861,Customer_861,Male,63,Delhi,05-08-2018
862,Customer_862,NULL,40,Mumbai,20-08-2018
863,Customer_863,Male,65,Delhi,20-03-2019
865,Customer_865,Male,51,Delhi,11-01-2022
869,Customer_869,Female,40,Hyderabad,28-10-2021
870,Customer_870,NULL,26,Bangalore,21-02-2019
874,Customer_874,Female,53,Hyderabad,12-01-2023
875,Customer_875,NULL,52,Bangalore,06-01-2023
876,Customer_876,Male,61,Hyderabad,26-03-2022
877,Customer_877,NULL,63,Delhi,19-09-2021
879,Customer_879,Female,65,Mumbai,14-09-2023
880,Customer_880,Female,30,Bangalore,25-03-2018
881,Customer_881,Female,25,Bangalore,31-01-2019
882,Customer_882,Male,38,Bangalore,03-05-2023
884,Customer_884,Female,31,Hyderabad,20-11-2023
885,Customer_885,NULL,69,Pune,11-04-2023
886,Customer_886,NULL,61,Bangalore,03-02-2018
888,Customer_888,Female,34,Delhi,23-01-2020
892,Customer_892,NULL,47,Hyderabad,20-10-2021
898,Customer_898,Male,64,Bangalore,16-07-2019
900,Customer_900,NULL,21,Hyderabad,01-04-2023
901,Customer_901,Female,31,Bangalore,21-04-2019
903,Customer_903,NULL,69,Hyderabad,10-12-2021
904,Customer_904,NULL,19,Delhi,21-09-2021
906,Customer_906,NULL,56,Delhi,13-09-2023
907,Customer_907,NULL,43,Bangalore,13-01-2023
908,Customer_908,NULL,38,Hyderabad,21-12-2023
911,Customer_911,Female,65,Mumbai,10-03-2020
912,Customer_912,Female,41,Delhi,08-05-2021
915,Customer_915,Male,55,Hyderabad,09-06-2020
916,Customer_916,Male,69,Bangalore,26-10-2021
917,Customer_917,Female,22,Bangalore,01-09-2024
918,Customer_918,Female,48,Bangalore,22-08-2020
919,Customer_919,Female,37,Bangalore,30-01-2021
920,Customer_920,Female,26,Hyderabad,20-03-2022
922,Customer_922,NULL,21,Delhi,12-02-2020
927,Customer_927,NULL,47,Hyderabad,31-10-2018
931,Customer_931,Female,19,Bangalore,27-03-2021
932,Customer_932,Male,51,Mumbai,06-07-2022
933,Customer_933,NULL,40,Hyderabad,31-05-2022
936,Customer_936,NULL,55,Mumbai,20-04-2023
937,Customer_937,NULL,19,Delhi,10-12-2022
939,Customer_939,Female,45,Delhi,30-09-2019
943,Customer_943,Female,70,Bangalore,16-10-2023
944,Customer_944,NULL,28,Mumbai,01-06-2023
948,Customer_948,Female,20,Mumbai,03-08-2021
949,Customer_949,NULL,33,Pune,18-09-2018
950,Customer_950,NULL,53,Pune,09-07-2019
951,Customer_951,NULL,63,Mumbai,29-08-2018
953,Customer_953,Male,65,Mumbai,20-11-2021
954,Customer_954,Male,40,Delhi,17-11-2019
955,Customer_955,NULL,67,Bangalore,15-05-2022
956,Customer_956,Female,29,Delhi,08-06-2023
957,Customer_957,NULL,30,Pune,05-11-2022
958,Customer_958,NULL,55,Bangalore,16-06-2021
959,Customer_959,Male,60,Bangalore,02-06-2021
960,Customer_960,Female,39,Hyderabad,13-07-2018
962,Customer_962,NULL,23,Mumbai,22-11-2022
966,Customer_966,Female,29,Pune,12-08-2021
